Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
e-Cancer,Chrome 74.0.3729.169,To test e-Cancer functionalities,,2019-06-13 09:58:53,2019-06-13 09:59:23,29.329s,FAILED
,,,,,,,
Test Cases/00_Browser Navigation,Chrome 74.0.3729.169,To open the browser and naviage to the specific URL,,2019-06-13 09:58:54,2019-06-13 09:59:12,17.932s,PASSED
options = new org.openqa.selenium.chrome.ChromeOptions(),Chrome 74.0.3729.169,,,2019-06-13 09:58:56,2019-06-13 09:58:56,0.090s,PASSED
capabilities = new org.openqa.selenium.remote.DesiredCapabilities(),Chrome 74.0.3729.169,,,2019-06-13 09:58:56,2019-06-13 09:58:56,0.028s,PASSED
"capabilities.setCapability(CAPABILITY, options)",Chrome 74.0.3729.169,,,2019-06-13 09:58:56,2019-06-13 09:58:56,0.090s,PASSED
"System.setProperty(""webdriver.chrome.driver"", getChromeDriverPath())",Chrome 74.0.3729.169,,,2019-06-13 09:58:56,2019-06-13 09:58:57,0.055s,PASSED
driver = new org.openqa.selenium.chrome.ChromeDriver(capabilities),Chrome 74.0.3729.169,,,2019-06-13 09:58:57,2019-06-13 09:59:06,9.653s,PASSED
changeWebDriver(driver),Chrome 74.0.3729.169,,,2019-06-13 09:59:06,2019-06-13 09:59:06,0.208s,PASSED
maximizeWindow(),Chrome 74.0.3729.169,,,2019-06-13 09:59:06,2019-06-13 09:59:08,1.543s,PASSED
"navigateToUrl(""https://172.29.74.134:4442/cancer-care/en/takaful/qq1"")",Chrome 74.0.3729.169,,,2019-06-13 09:59:08,2019-06-13 09:59:12,4.173s,PASSED
,,,,,,,
Test Cases/99_Complete,Chrome 74.0.3729.169,,,2019-06-13 09:59:12,2019-06-13 09:59:21,8.898s,FAILED
"sendKeys(findTestObject(""e-Cancer/DOB""), ""13/12/1981"")",Chrome 74.0.3729.169,,,2019-06-13 09:59:13,2019-06-13 09:59:17,3.298s,PASSED
"click(findTestObject(""e-Cancer/Form Instruction""))",Chrome 74.0.3729.169,,,2019-06-13 09:59:17,2019-06-13 09:59:18,1.065s,PASSED
delay(2),Chrome 74.0.3729.169,,,2019-06-13 09:59:18,2019-06-13 09:59:20,2.131s,PASSED
"click(findTestObject(""e-Cancer/Gender - Male""))",Chrome 74.0.3729.169,,,2019-06-13 09:59:20,2019-06-13 09:59:21,1.095s,FAILED
