Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
e-Cancer,Chrome 72.0.3626.121,To test e-Cancer functionalities,,2019-04-25 17:14:41,2019-04-25 17:14:52,10.588s,PASSED
,,,,,,,
Test Cases/00_Browser Navigation,Chrome 72.0.3626.121,To open the browser and naviage to the specific URL,,2019-04-25 17:14:41,2019-04-25 17:14:48,7.096s,PASSED
options = new org.openqa.selenium.chrome.ChromeOptions(),Chrome 72.0.3626.121,,,2019-04-25 17:14:42,2019-04-25 17:14:42,0.028s,PASSED
capabilities = new org.openqa.selenium.remote.DesiredCapabilities(),Chrome 72.0.3626.121,,,2019-04-25 17:14:42,2019-04-25 17:14:42,0.008s,PASSED
"capabilities.setCapability(CAPABILITY, options)",Chrome 72.0.3626.121,,,2019-04-25 17:14:42,2019-04-25 17:14:42,0.030s,PASSED
"System.setProperty(""webdriver.chrome.driver"", ""D:/Installer/Katalon Studio 6.1.2/chromedriver.exe"")",Chrome 72.0.3626.121,,,2019-04-25 17:14:42,2019-04-25 17:14:42,0.002s,PASSED
driver = new org.openqa.selenium.chrome.ChromeDriver(capabilities),Chrome 72.0.3626.121,,,2019-04-25 17:14:42,2019-04-25 17:14:46,3.588s,PASSED
changeWebDriver(driver),Chrome 72.0.3626.121,,,2019-04-25 17:14:46,2019-04-25 17:14:46,0.070s,PASSED
maximizeWindow(),Chrome 72.0.3626.121,,,2019-04-25 17:14:46,2019-04-25 17:14:46,0.481s,PASSED
"navigateToUrl(""https://uat.etiqa.com.my:4442/cancer-care/en/insurance/qq1"")",Chrome 72.0.3626.121,,,2019-04-25 17:14:46,2019-04-25 17:14:48,2.169s,PASSED
,,,,,,,
Test Cases/10_Underwriting Question - Question,Chrome 72.0.3626.121,,,2019-04-25 17:14:48,2019-04-25 17:14:50,1.804s,PASSED
"sendKeys(findTestObject(""e-Cancer/DOB""), ""01/01/1980"")",Chrome 72.0.3626.121,,,2019-04-25 17:14:49,2019-04-25 17:14:49,0.250s,PASSED
"click(findTestObject(""e-Cancer/Form Instruction""))",Chrome 72.0.3626.121,,,2019-04-25 17:14:49,2019-04-25 17:14:49,0.161s,PASSED
"if (Gender == ""Male"")",Chrome 72.0.3626.121,,,2019-04-25 17:14:49,2019-04-25 17:14:49,0.258s,PASSED
"click(findTestObject(""e-Cancer/Package Selection""))",Chrome 72.0.3626.121,,,2019-04-25 17:14:49,2019-04-25 17:14:50,0.446s,PASSED
"dragAndDropByOffset(findTestObject(""e-Cancer/Package Screen Objects/Coverage Slider""), 5000, 0)",Chrome 72.0.3626.121,,,2019-04-25 17:14:50,2019-04-25 17:14:50,0.386s,PASSED
