Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
e-Cancer,Chrome 72.0.3626.121,To test e-Cancer functionalities,,2019-05-06 15:45:11,2019-05-06 15:45:24,12.616s,PASSED
,,,,,,,
Test Cases/00_Browser Navigation,Chrome 72.0.3626.121,To open the browser and naviage to the specific URL,,2019-05-06 15:45:12,2019-05-06 15:45:19,7.165s,PASSED
options = new org.openqa.selenium.chrome.ChromeOptions(),Chrome 72.0.3626.121,,,2019-05-06 15:45:12,2019-05-06 15:45:12,0.050s,PASSED
capabilities = new org.openqa.selenium.remote.DesiredCapabilities(),Chrome 72.0.3626.121,,,2019-05-06 15:45:12,2019-05-06 15:45:12,0.000s,PASSED
"capabilities.setCapability(CAPABILITY, options)",Chrome 72.0.3626.121,,,2019-05-06 15:45:12,2019-05-06 15:45:12,0.032s,PASSED
"System.setProperty(""webdriver.chrome.driver"", getChromeDriverPath())",Chrome 72.0.3626.121,,,2019-05-06 15:45:12,2019-05-06 15:45:12,0.020s,PASSED
driver = new org.openqa.selenium.chrome.ChromeDriver(capabilities),Chrome 72.0.3626.121,,,2019-05-06 15:45:12,2019-05-06 15:45:17,4.047s,PASSED
changeWebDriver(driver),Chrome 72.0.3626.121,,,2019-05-06 15:45:17,2019-05-06 15:45:17,0.134s,PASSED
maximizeWindow(),Chrome 72.0.3626.121,,,2019-05-06 15:45:17,2019-05-06 15:45:17,0.592s,PASSED
"navigateToUrl(""https://uat.etiqa.com.my:4442/cancer-care/en/insurance/qq1"")",Chrome 72.0.3626.121,,,2019-05-06 15:45:17,2019-05-06 15:45:19,1.645s,PASSED
,,,,,,,
Test Cases/01_Language Toggle,Chrome 72.0.3626.121,To test language toggle for the page,,2019-05-06 15:45:19,2019-05-06 15:45:21,2.005s,PASSED
"selectOptionByLabel(findTestObject(""e-Cancer/Language Option""), ""B.Malaysia"", false)",Chrome 72.0.3626.121,,,2019-05-06 15:45:19,2019-05-06 15:45:20,0.928s,PASSED
"verifyElementText(findTestObject(""e-Cancer/Form Instruction""), ""Sila lengkapkan borang berikut"")",Chrome 72.0.3626.121,,,2019-05-06 15:45:20,2019-05-06 15:45:20,0.109s,PASSED
"selectOptionByLabel(findTestObject(""e-Cancer/Language Option""), ""English"", false)",Chrome 72.0.3626.121,,,2019-05-06 15:45:20,2019-05-06 15:45:21,0.623s,PASSED
"verifyElementText(findTestObject(""e-Cancer/Form Instruction""), ""Please complete the form below"")",Chrome 72.0.3626.121,,,2019-05-06 15:45:21,2019-05-06 15:45:21,0.083s,PASSED
,,,,,,,
Test Cases/02_DOB Selection,Chrome 72.0.3626.121,To select the date of birth from the date window,,2019-05-06 15:45:21,2019-05-06 15:45:22,1.220s,PASSED
"click(findTestObject(""e-Cancer/Next""))",Chrome 72.0.3626.121,,,2019-05-06 15:45:21,2019-05-06 15:45:21,0.124s,PASSED
"verifyElementText(findTestObject(""e-Cancer/DOB Feedback Message""), ""Please enter your Date of Birth"")",Chrome 72.0.3626.121,,,2019-05-06 15:45:21,2019-05-06 15:45:21,0.124s,PASSED
"setText(findTestObject(""e-Cancer/DOB""), ""12/23/1980"")",Chrome 72.0.3626.121,,,2019-05-06 15:45:21,2019-05-06 15:45:22,0.222s,PASSED
"verifyElementText(findTestObject(""e-Cancer/DOB Feedback Message""), ""Please enter a valid Date of Birth"")",Chrome 72.0.3626.121,,,2019-05-06 15:45:22,2019-05-06 15:45:22,0.127s,PASSED
"setText(findTestObject(""e-Cancer/DOB""), ""01/01/2018"")",Chrome 72.0.3626.121,,,2019-05-06 15:45:22,2019-05-06 15:45:22,0.269s,PASSED
"verifyElementText(findTestObject(""e-Cancer/DOB Feedback Message""), ""Sorry, you are not eligible for this insurance because you did not meet the minimum age limit"")",Chrome 72.0.3626.121,,,2019-05-06 15:45:22,2019-05-06 15:45:22,0.053s,PASSED
"clearText(findTestObject(""e-Cancer/DOB""))",Chrome 72.0.3626.121,,,2019-05-06 15:45:22,2019-05-06 15:45:22,0.055s,PASSED
,,,,,,,
Test Cases/03_Gender,Chrome 72.0.3626.121,"This is to test the message for mandatory data, and to select gender.",,2019-05-06 15:45:22,2019-05-06 15:45:23,0.683s,PASSED
"click(findTestObject(""e-Cancer/Next""))",Chrome 72.0.3626.121,,,2019-05-06 15:45:22,2019-05-06 15:45:23,0.084s,PASSED
"verifyElementText(findTestObject(""e-Cancer/Gender Feedback Message""), ""Please select your Gender"")",Chrome 72.0.3626.121,,,2019-05-06 15:45:23,2019-05-06 15:45:23,0.051s,PASSED
"click(findTestObject(""e-Cancer/Gender - Male""))",Chrome 72.0.3626.121,,,2019-05-06 15:45:23,2019-05-06 15:45:23,0.102s,PASSED
"verifyElementNotVisible(findTestObject(""e-Cancer/Gender Feedback Message""), STOP_ON_FAILURE)",Chrome 72.0.3626.121,,,2019-05-06 15:45:23,2019-05-06 15:45:23,0.075s,PASSED
"click(findTestObject(""e-Cancer/Gender - Female""))",Chrome 72.0.3626.121,,,2019-05-06 15:45:23,2019-05-06 15:45:23,0.089s,PASSED
