Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
e-Cancer,,To test e-Cancer functionalities,,2019-06-13 09:36:12,2019-06-13 09:36:32,20.024s,ERROR
,,,,,,,
Test Cases/00_Browser Navigation,,To open the browser and naviage to the specific URL,,2019-06-13 09:36:13,2019-06-13 09:36:30,16.406s,ERROR
options = new org.openqa.selenium.chrome.ChromeOptions(),,,,2019-06-13 09:36:16,2019-06-13 09:36:16,0.148s,PASSED
capabilities = new org.openqa.selenium.remote.DesiredCapabilities(),,,,2019-06-13 09:36:16,2019-06-13 09:36:16,0.031s,PASSED
"capabilities.setCapability(CAPABILITY, options)",,,,2019-06-13 09:36:16,2019-06-13 09:36:16,0.152s,PASSED
"System.setProperty(""webdriver.chrome.driver"", getChromeDriverPath())",,,,2019-06-13 09:36:16,2019-06-13 09:36:16,0.092s,PASSED
driver = new org.openqa.selenium.chrome.ChromeDriver(capabilities),,,,2019-06-13 09:36:16,2019-06-13 09:36:30,13.771s,PASSED
,,,,,,,
Test Cases/99_Complete,,,,2019-06-13 09:36:30,2019-06-13 09:36:32,1.683s,FAILED
"setText(findTestObject(""e-Cancer/DOB""), ""13/12/1981"")",,,,2019-06-13 09:36:31,2019-06-13 09:36:32,1.005s,FAILED
