Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
e-Cancer,Chrome 74.0.3729.169,To test e-Cancer functionalities,,2019-06-13 09:59:51,2019-06-13 10:00:18,27.453s,FAILED
,,,,,,,
Test Cases/00_Browser Navigation,Chrome 74.0.3729.169,To open the browser and naviage to the specific URL,,2019-06-13 09:59:52,2019-06-13 10:00:08,16.872s,PASSED
options = new org.openqa.selenium.chrome.ChromeOptions(),Chrome 74.0.3729.169,,,2019-06-13 09:59:53,2019-06-13 09:59:53,0.087s,PASSED
capabilities = new org.openqa.selenium.remote.DesiredCapabilities(),Chrome 74.0.3729.169,,,2019-06-13 09:59:53,2019-06-13 09:59:53,0.017s,PASSED
"capabilities.setCapability(CAPABILITY, options)",Chrome 74.0.3729.169,,,2019-06-13 09:59:53,2019-06-13 09:59:53,0.059s,PASSED
"System.setProperty(""webdriver.chrome.driver"", getChromeDriverPath())",Chrome 74.0.3729.169,,,2019-06-13 09:59:53,2019-06-13 09:59:53,0.056s,PASSED
driver = new org.openqa.selenium.chrome.ChromeDriver(capabilities),Chrome 74.0.3729.169,,,2019-06-13 09:59:53,2019-06-13 10:00:03,9.768s,PASSED
changeWebDriver(driver),Chrome 74.0.3729.169,,,2019-06-13 10:00:03,2019-06-13 10:00:03,0.163s,PASSED
maximizeWindow(),Chrome 74.0.3729.169,,,2019-06-13 10:00:03,2019-06-13 10:00:04,1.087s,PASSED
"navigateToUrl(""https://172.29.74.134:4442/cancer-care/en/takaful/qq1"")",Chrome 74.0.3729.169,,,2019-06-13 10:00:04,2019-06-13 10:00:08,4.101s,PASSED
,,,,,,,
Test Cases/99_Complete,Chrome 74.0.3729.169,,,2019-06-13 10:00:08,2019-06-13 10:00:17,8.150s,FAILED
"sendKeys(findTestObject(""e-Cancer/DOB""), ""13/12/1981"")",Chrome 74.0.3729.169,,,2019-06-13 10:00:09,2019-06-13 10:00:11,1.741s,PASSED
"click(findTestObject(""e-Cancer/Form Instruction""))",Chrome 74.0.3729.169,,,2019-06-13 10:00:11,2019-06-13 10:00:12,0.776s,PASSED
delay(2),Chrome 74.0.3729.169,,,2019-06-13 10:00:12,2019-06-13 10:00:14,2.098s,PASSED
"click(findTestObject(""e-Cancer/Gender/Gender - Female""))",Chrome 74.0.3729.169,,,2019-06-13 10:00:14,2019-06-13 10:00:14,0.436s,PASSED
"click(findTestObject(""e-Cancer/Package Selection""))",Chrome 74.0.3729.169,,,2019-06-13 10:00:14,2019-06-13 10:00:15,0.521s,PASSED
"click(findTestObject(""e-Cancer/Package Screen Objects/button_Save""))",Chrome 74.0.3729.169,,,2019-06-13 10:00:15,2019-06-13 10:00:16,0.588s,PASSED
"click(findTestObject(""Contribution/Monthly""))",Chrome 74.0.3729.169,,,2019-06-13 10:00:16,2019-06-13 10:00:17,1.112s,FAILED
