Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
e-Cancer,Chrome 72.0.3626.121,To test e-Cancer functionalities,,2019-05-06 15:25:50,2019-05-06 15:26:07,16.861s,FAILED
,,,,,,,
Test Cases/00_Browser Navigation,Chrome 72.0.3626.121,To open the browser and naviage to the specific URL,,2019-05-06 15:25:50,2019-05-06 15:25:57,6.654s,PASSED
options = new org.openqa.selenium.chrome.ChromeOptions(),Chrome 72.0.3626.121,,,2019-05-06 15:25:51,2019-05-06 15:25:51,0.052s,PASSED
capabilities = new org.openqa.selenium.remote.DesiredCapabilities(),Chrome 72.0.3626.121,,,2019-05-06 15:25:51,2019-05-06 15:25:51,0.000s,PASSED
"capabilities.setCapability(CAPABILITY, options)",Chrome 72.0.3626.121,,,2019-05-06 15:25:51,2019-05-06 15:25:51,0.034s,PASSED
"System.setProperty(""webdriver.chrome.driver"", getChromeDriverPath())",Chrome 72.0.3626.121,,,2019-05-06 15:25:51,2019-05-06 15:25:51,0.033s,PASSED
driver = new org.openqa.selenium.chrome.ChromeDriver(capabilities),Chrome 72.0.3626.121,,,2019-05-06 15:25:51,2019-05-06 15:25:54,3.394s,PASSED
changeWebDriver(driver),Chrome 72.0.3626.121,,,2019-05-06 15:25:54,2019-05-06 15:25:55,0.058s,PASSED
maximizeWindow(),Chrome 72.0.3626.121,,,2019-05-06 15:25:55,2019-05-06 15:25:55,0.415s,PASSED
"navigateToUrl(""https://uat.etiqa.com.my:4442/cancer-care/en/insurance/qq1"")",Chrome 72.0.3626.121,,,2019-05-06 15:25:55,2019-05-06 15:25:57,1.963s,PASSED
,,,,,,,
Test Cases/01_Language Toggle,Chrome 72.0.3626.121,To test language toggle for the page,,2019-05-06 15:25:57,2019-05-06 15:25:59,2.531s,PASSED
"selectOptionByLabel(findTestObject(""e-Cancer/Language Option""), ""B.Malaysia"", false)",Chrome 72.0.3626.121,,,2019-05-06 15:25:57,2019-05-06 15:25:58,1.239s,PASSED
"verifyElementText(findTestObject(""e-Cancer/Form Instruction""), ""Sila lengkapkan borang berikut"")",Chrome 72.0.3626.121,,,2019-05-06 15:25:58,2019-05-06 15:25:59,0.133s,PASSED
"selectOptionByLabel(findTestObject(""e-Cancer/Language Option""), ""English"", false)",Chrome 72.0.3626.121,,,2019-05-06 15:25:59,2019-05-06 15:25:59,0.816s,PASSED
"verifyElementText(findTestObject(""e-Cancer/Form Instruction""), ""Please complete the form below"")",Chrome 72.0.3626.121,,,2019-05-06 15:25:59,2019-05-06 15:25:59,0.048s,PASSED
,,,,,,,
Test Cases/02_DOB Selection,Chrome 72.0.3626.121,To select the date of birth from the date window,,2019-05-06 15:25:59,2019-05-06 15:26:02,2.194s,FAILED
"click(findTestObject(""e-Cancer/Next""))",Chrome 72.0.3626.121,,,2019-05-06 15:26:00,2019-05-06 15:26:00,0.160s,PASSED
"verifyElementText(findTestObject(""e-Cancer/DOB Feedback Message""), ""Please enter your Date of Birth"")",Chrome 72.0.3626.121,,,2019-05-06 15:26:00,2019-05-06 15:26:00,0.103s,PASSED
"setText(findTestObject(""e-Cancer/DOB""), ""12/23/1980"")",Chrome 72.0.3626.121,,,2019-05-06 15:26:00,2019-05-06 15:26:00,0.335s,PASSED
"verifyElementText(findTestObject(""e-Cancer/DOB Feedback Message""), ""Please enter a valid Date of Birth"")",Chrome 72.0.3626.121,,,2019-05-06 15:26:00,2019-05-06 15:26:00,0.066s,PASSED
"setText(findTestObject(""e-Cancer/DOB""), ""01/01/2018"")",Chrome 72.0.3626.121,,,2019-05-06 15:26:00,2019-05-06 15:26:01,0.323s,PASSED
"verifyElementText(findTestObject(""e-Cancer/DOB Feedback Message""), ""Sorry, you are not eligible for this insurance because you did not meet the minimum age limit"")",Chrome 72.0.3626.121,,,2019-05-06 15:26:01,2019-05-06 15:26:02,0.927s,FAILED
,,,,,,,
Test Cases/03_Gender,Chrome 72.0.3626.121,"This is to test the message for mandatory data, and to select gender.",,2019-05-06 15:26:02,2019-05-06 15:26:05,3.726s,FAILED
"click(findTestObject(""e-Cancer/Next""))",Chrome 72.0.3626.121,,,2019-05-06 15:26:02,2019-05-06 15:26:02,0.314s,PASSED
"verifyElementText(findTestObject(""e-Cancer/Gender Feedback Message""), ""Please select your Gender"")",Chrome 72.0.3626.121,,,2019-05-06 15:26:02,2019-05-06 15:26:02,0.083s,PASSED
"click(findTestObject(""e-Cancer/Gender - Male""))",Chrome 72.0.3626.121,,,2019-05-06 15:26:02,2019-05-06 15:26:02,0.105s,PASSED
"verifyElementNotPresent(findTestObject(""e-Cancer/Gender Feedback Message""), 2)",Chrome 72.0.3626.121,,,2019-05-06 15:26:02,2019-05-06 15:26:05,2.947s,FAILED
