Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
e-Cancer,Chrome 72.0.3626.121,To test e-Cancer functionalities,,2019-04-25 16:44:57,2019-04-25 16:45:13,15.987s,FAILED
,,,,,,,
Test Cases/00_Browser Navigation,Chrome 72.0.3626.121,To open the browser and naviage to the specific URL,,2019-04-25 16:44:58,2019-04-25 16:45:05,7.579s,PASSED
options = new org.openqa.selenium.chrome.ChromeOptions(),Chrome 72.0.3626.121,,,2019-04-25 16:44:58,2019-04-25 16:44:58,0.041s,PASSED
capabilities = new org.openqa.selenium.remote.DesiredCapabilities(),Chrome 72.0.3626.121,,,2019-04-25 16:44:58,2019-04-25 16:44:58,0.007s,PASSED
"capabilities.setCapability(CAPABILITY, options)",Chrome 72.0.3626.121,,,2019-04-25 16:44:58,2019-04-25 16:44:58,0.031s,PASSED
"System.setProperty(""webdriver.chrome.driver"", ""D:/Installer/Katalon Studio 6.1.2/chromedriver.exe"")",Chrome 72.0.3626.121,,,2019-04-25 16:44:58,2019-04-25 16:44:58,0.004s,PASSED
driver = new org.openqa.selenium.chrome.ChromeDriver(capabilities),Chrome 72.0.3626.121,,,2019-04-25 16:44:58,2019-04-25 16:45:02,4.050s,PASSED
changeWebDriver(driver),Chrome 72.0.3626.121,,,2019-04-25 16:45:02,2019-04-25 16:45:02,0.062s,PASSED
maximizeWindow(),Chrome 72.0.3626.121,,,2019-04-25 16:45:02,2019-04-25 16:45:03,0.414s,PASSED
"navigateToUrl(""https://uat.etiqa.com.my:4442/cancer-care/en/insurance/qq1"")",Chrome 72.0.3626.121,,,2019-04-25 16:45:03,2019-04-25 16:45:05,2.351s,PASSED
,,,,,,,
Test Cases/10_Underwriting Question - Question,Chrome 72.0.3626.121,,,2019-04-25 16:45:05,2019-04-25 16:45:12,6.758s,FAILED
"sendKeys(findTestObject(""e-Cancer/DOB""), ""01/01/1980"")",Chrome 72.0.3626.121,,,2019-04-25 16:45:05,2019-04-25 16:45:06,0.449s,PASSED
"focus(findTestObject(""e-Cancer/Gender - Male""))",Chrome 72.0.3626.121,,,2019-04-25 16:45:06,2019-04-25 16:45:06,0.182s,PASSED
delay(5),Chrome 72.0.3626.121,,,2019-04-25 16:45:06,2019-04-25 16:45:11,5.039s,PASSED
"if (Gender == ""Male"")",Chrome 72.0.3626.121,,,2019-04-25 16:45:11,2019-04-25 16:45:12,0.774s,FAILED
