Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
e-Cancer,Chrome 72.0.3626.121,To test e-Cancer functionalities,,2019-05-06 15:41:21,2019-05-06 15:41:45,23.851s,ERROR
,,,,,,,
Test Cases/00_Browser Navigation,Chrome 72.0.3626.121,To open the browser and naviage to the specific URL,,2019-05-06 15:41:21,2019-05-06 15:41:33,11.860s,ERROR
options = new org.openqa.selenium.chrome.ChromeOptions(),Chrome 72.0.3626.121,,,2019-05-06 15:41:22,2019-05-06 15:41:22,0.053s,PASSED
capabilities = new org.openqa.selenium.remote.DesiredCapabilities(),Chrome 72.0.3626.121,,,2019-05-06 15:41:22,2019-05-06 15:41:22,0.001s,PASSED
"capabilities.setCapability(CAPABILITY, options)",Chrome 72.0.3626.121,,,2019-05-06 15:41:22,2019-05-06 15:41:22,0.033s,PASSED
"System.setProperty(""webdriver.chrome.driver"", getChromeDriverPath())",Chrome 72.0.3626.121,,,2019-05-06 15:41:22,2019-05-06 15:41:22,0.048s,PASSED
driver = new org.openqa.selenium.chrome.ChromeDriver(capabilities),Chrome 72.0.3626.121,,,2019-05-06 15:41:22,2019-05-06 15:41:26,3.560s,PASSED
changeWebDriver(driver),Chrome 72.0.3626.121,,,2019-05-06 15:41:26,2019-05-06 15:41:26,0.066s,PASSED
maximizeWindow(),Chrome 72.0.3626.121,,,2019-05-06 15:41:26,2019-05-06 15:41:26,0.456s,PASSED
"navigateToUrl(""https://uat.etiqa.com.my:4442/cancer-care/en/insurance/qq1"")",Chrome 72.0.3626.121,,,2019-05-06 15:41:26,2019-05-06 15:41:33,6.774s,PASSED
"if (verifyElementPresent(""e-Cancer/Minimize Chat"", 5))",Chrome 72.0.3626.121,,,2019-05-06 15:41:33,2019-05-06 15:41:33,0.003s,PASSED
,,,,,,,
Test Cases/01_Language Toggle,Chrome 72.0.3626.121,To test language toggle for the page,,2019-05-06 15:41:33,2019-05-06 15:41:35,2.297s,PASSED
"selectOptionByLabel(findTestObject(""e-Cancer/Language Option""), ""B.Malaysia"", false)",Chrome 72.0.3626.121,,,2019-05-06 15:41:33,2019-05-06 15:41:34,1.212s,PASSED
"verifyElementText(findTestObject(""e-Cancer/Form Instruction""), ""Sila lengkapkan borang berikut"")",Chrome 72.0.3626.121,,,2019-05-06 15:41:34,2019-05-06 15:41:35,0.102s,PASSED
"selectOptionByLabel(findTestObject(""e-Cancer/Language Option""), ""English"", false)",Chrome 72.0.3626.121,,,2019-05-06 15:41:35,2019-05-06 15:41:35,0.634s,PASSED
"verifyElementText(findTestObject(""e-Cancer/Form Instruction""), ""Please complete the form below"")",Chrome 72.0.3626.121,,,2019-05-06 15:41:35,2019-05-06 15:41:35,0.096s,PASSED
,,,,,,,
Test Cases/02_DOB Selection,Chrome 72.0.3626.121,To select the date of birth from the date window,,2019-05-06 15:41:35,2019-05-06 15:41:37,1.614s,PASSED
"click(findTestObject(""e-Cancer/Next""))",Chrome 72.0.3626.121,,,2019-05-06 15:41:36,2019-05-06 15:41:36,0.113s,PASSED
"verifyElementText(findTestObject(""e-Cancer/DOB Feedback Message""), ""Please enter your Date of Birth"")",Chrome 72.0.3626.121,,,2019-05-06 15:41:36,2019-05-06 15:41:36,0.128s,PASSED
"setText(findTestObject(""e-Cancer/DOB""), ""12/23/1980"")",Chrome 72.0.3626.121,,,2019-05-06 15:41:36,2019-05-06 15:41:36,0.462s,PASSED
"verifyElementText(findTestObject(""e-Cancer/DOB Feedback Message""), ""Please enter a valid Date of Birth"")",Chrome 72.0.3626.121,,,2019-05-06 15:41:36,2019-05-06 15:41:36,0.055s,PASSED
"setText(findTestObject(""e-Cancer/DOB""), ""01/01/2018"")",Chrome 72.0.3626.121,,,2019-05-06 15:41:36,2019-05-06 15:41:37,0.444s,PASSED
"verifyElementText(findTestObject(""e-Cancer/DOB Feedback Message""), ""Sorry, you are not eligible for this insurance because you did not meet the minimum age limit"")",Chrome 72.0.3626.121,,,2019-05-06 15:41:37,2019-05-06 15:41:37,0.100s,PASSED
"clearText(findTestObject(""e-Cancer/DOB""))",Chrome 72.0.3626.121,,,2019-05-06 15:41:37,2019-05-06 15:41:37,0.086s,PASSED
,,,,,,,
Test Cases/03_Gender,Chrome 72.0.3626.121,"This is to test the message for mandatory data, and to select gender.",,2019-05-06 15:41:37,2019-05-06 15:41:43,6.471s,FAILED
"click(findTestObject(""e-Cancer/Next""))",Chrome 72.0.3626.121,,,2019-05-06 15:41:37,2019-05-06 15:41:37,0.077s,PASSED
"verifyElementText(findTestObject(""e-Cancer/Gender Feedback Message""), ""Please select your Gender"")",Chrome 72.0.3626.121,,,2019-05-06 15:41:37,2019-05-06 15:41:37,0.064s,PASSED
"click(findTestObject(""e-Cancer/Gender - Male""))",Chrome 72.0.3626.121,,,2019-05-06 15:41:37,2019-05-06 15:41:37,0.102s,PASSED
"verifyElementNotPresent(findTestObject(""e-Cancer/Gender Feedback Message""), 5)",Chrome 72.0.3626.121,,,2019-05-06 15:41:37,2019-05-06 15:41:43,5.971s,FAILED
