Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
e-Cancer,Chrome 72.0.3626.121,To test e-Cancer functionalities,,2019-04-25 12:16:08,2019-04-25 12:16:33,24.977s,PASSED
,,,,,,,
Test Cases/Browser Navigation,Chrome 72.0.3626.121,To open the browser and naviage to the specific URL,,2019-04-25 12:16:08,2019-04-25 12:16:27,18.767s,PASSED
options = new org.openqa.selenium.chrome.ChromeOptions(),Chrome 72.0.3626.121,,,2019-04-25 12:16:10,2019-04-25 12:16:10,0.113s,PASSED
capabilities = new org.openqa.selenium.remote.DesiredCapabilities(),Chrome 72.0.3626.121,,,2019-04-25 12:16:10,2019-04-25 12:16:10,0.017s,PASSED
"capabilities.setCapability(CAPABILITY, options)",Chrome 72.0.3626.121,,,2019-04-25 12:16:10,2019-04-25 12:16:10,0.084s,PASSED
"System.setProperty(""webdriver.chrome.driver"", ""D:/Installer/Katalon Studio 6.1.2/chromedriver.exe"")",Chrome 72.0.3626.121,,,2019-04-25 12:16:10,2019-04-25 12:16:10,0.007s,PASSED
driver = new org.openqa.selenium.chrome.ChromeDriver(capabilities),Chrome 72.0.3626.121,,,2019-04-25 12:16:10,2019-04-25 12:16:20,10.001s,PASSED
changeWebDriver(driver),Chrome 72.0.3626.121,,,2019-04-25 12:16:20,2019-04-25 12:16:21,0.194s,PASSED
maximizeWindow(),Chrome 72.0.3626.121,,,2019-04-25 12:16:21,2019-04-25 12:16:22,1.250s,PASSED
"navigateToUrl(""https://uat.etiqa.com.my:4442/cancer-care/en/insurance/qq1"")",Chrome 72.0.3626.121,,,2019-04-25 12:16:22,2019-04-25 12:16:27,5.210s,PASSED
,,,,,,,
Test Cases/DOB Selection,Chrome 72.0.3626.121,To select the date of birth from the date window,,2019-04-25 12:16:27,2019-04-25 12:16:30,2.819s,PASSED
"click(findTestObject(""e-Cancer/Next Button""))",Chrome 72.0.3626.121,,,2019-04-25 12:16:28,2019-04-25 12:16:30,1.578s,PASSED
"verifyElementText(findTestObject(""e-Cancer/DOB Feedback Message""), ""Please enter your Date of Birth"")",Chrome 72.0.3626.121,,,2019-04-25 12:16:30,2019-04-25 12:16:30,0.308s,PASSED
