Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
e-Cancer,Chrome 72.0.3626.121,To test e-Cancer functionalities,,2019-05-06 15:27:36,2019-05-06 15:27:52,15.609s,FAILED
,,,,,,,
Test Cases/00_Browser Navigation,Chrome 72.0.3626.121,To open the browser and naviage to the specific URL,,2019-05-06 15:27:36,2019-05-06 15:27:43,6.388s,PASSED
options = new org.openqa.selenium.chrome.ChromeOptions(),Chrome 72.0.3626.121,,,2019-05-06 15:27:37,2019-05-06 15:27:37,0.042s,PASSED
capabilities = new org.openqa.selenium.remote.DesiredCapabilities(),Chrome 72.0.3626.121,,,2019-05-06 15:27:37,2019-05-06 15:27:37,0.032s,PASSED
"capabilities.setCapability(CAPABILITY, options)",Chrome 72.0.3626.121,,,2019-05-06 15:27:37,2019-05-06 15:27:37,0.033s,PASSED
"System.setProperty(""webdriver.chrome.driver"", getChromeDriverPath())",Chrome 72.0.3626.121,,,2019-05-06 15:27:37,2019-05-06 15:27:37,0.001s,PASSED
driver = new org.openqa.selenium.chrome.ChromeDriver(capabilities),Chrome 72.0.3626.121,,,2019-05-06 15:27:37,2019-05-06 15:27:40,3.446s,PASSED
changeWebDriver(driver),Chrome 72.0.3626.121,,,2019-05-06 15:27:40,2019-05-06 15:27:41,0.050s,PASSED
maximizeWindow(),Chrome 72.0.3626.121,,,2019-05-06 15:27:41,2019-05-06 15:27:41,0.507s,PASSED
"navigateToUrl(""https://uat.etiqa.com.my:4442/cancer-care/en/insurance/qq1"")",Chrome 72.0.3626.121,,,2019-05-06 15:27:41,2019-05-06 15:27:43,1.596s,PASSED
,,,,,,,
Test Cases/01_Language Toggle,Chrome 72.0.3626.121,To test language toggle for the page,,2019-05-06 15:27:43,2019-05-06 15:27:45,2.584s,PASSED
"selectOptionByLabel(findTestObject(""e-Cancer/Language Option""), ""B.Malaysia"", false)",Chrome 72.0.3626.121,,,2019-05-06 15:27:43,2019-05-06 15:27:44,1.265s,PASSED
"verifyElementText(findTestObject(""e-Cancer/Form Instruction""), ""Sila lengkapkan borang berikut"")",Chrome 72.0.3626.121,,,2019-05-06 15:27:44,2019-05-06 15:27:44,0.153s,PASSED
"selectOptionByLabel(findTestObject(""e-Cancer/Language Option""), ""English"", false)",Chrome 72.0.3626.121,,,2019-05-06 15:27:44,2019-05-06 15:27:45,0.791s,PASSED
"verifyElementText(findTestObject(""e-Cancer/Form Instruction""), ""Please complete the form below"")",Chrome 72.0.3626.121,,,2019-05-06 15:27:45,2019-05-06 15:27:45,0.073s,PASSED
,,,,,,,
Test Cases/02_DOB Selection,Chrome 72.0.3626.121,To select the date of birth from the date window,,2019-05-06 15:27:45,2019-05-06 15:27:47,1.509s,PASSED
"click(findTestObject(""e-Cancer/Next""))",Chrome 72.0.3626.121,,,2019-05-06 15:27:46,2019-05-06 15:27:46,0.133s,PASSED
"verifyElementText(findTestObject(""e-Cancer/DOB Feedback Message""), ""Please enter your Date of Birth"")",Chrome 72.0.3626.121,,,2019-05-06 15:27:46,2019-05-06 15:27:46,0.097s,PASSED
"setText(findTestObject(""e-Cancer/DOB""), ""12/23/1980"")",Chrome 72.0.3626.121,,,2019-05-06 15:27:46,2019-05-06 15:27:46,0.276s,PASSED
"verifyElementText(findTestObject(""e-Cancer/DOB Feedback Message""), ""Please enter a valid Date of Birth"")",Chrome 72.0.3626.121,,,2019-05-06 15:27:46,2019-05-06 15:27:46,0.052s,PASSED
"setText(findTestObject(""e-Cancer/DOB""), ""01/01/2018"")",Chrome 72.0.3626.121,,,2019-05-06 15:27:46,2019-05-06 15:27:47,0.491s,PASSED
"verifyElementText(findTestObject(""e-Cancer/DOB Feedback Message""), ""Sorry, you are not eligible for this insurance because you did not meet the minimum age limit"")",Chrome 72.0.3626.121,,,2019-05-06 15:27:47,2019-05-06 15:27:47,0.079s,PASSED
"clearText(findTestObject(""e-Cancer/DOB""))",Chrome 72.0.3626.121,,,2019-05-06 15:27:47,2019-05-06 15:27:47,0.116s,PASSED
,,,,,,,
Test Cases/03_Gender,Chrome 72.0.3626.121,"This is to test the message for mandatory data, and to select gender.",,2019-05-06 15:27:47,2019-05-06 15:27:50,3.432s,FAILED
"click(findTestObject(""e-Cancer/Next""))",Chrome 72.0.3626.121,,,2019-05-06 15:27:47,2019-05-06 15:27:47,0.093s,PASSED
"verifyElementText(findTestObject(""e-Cancer/Gender Feedback Message""), ""Please select your Gender"")",Chrome 72.0.3626.121,,,2019-05-06 15:27:47,2019-05-06 15:27:47,0.093s,PASSED
"click(findTestObject(""e-Cancer/Gender - Male""))",Chrome 72.0.3626.121,,,2019-05-06 15:27:47,2019-05-06 15:27:47,0.122s,PASSED
"verifyElementNotPresent(findTestObject(""e-Cancer/Gender Feedback Message""), 2)",Chrome 72.0.3626.121,,,2019-05-06 15:27:47,2019-05-06 15:27:50,2.841s,FAILED
