Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
e-Cancer,Chrome 74.0.3729.169,To test e-Cancer functionalities,,2019-06-13 09:56:12,2019-06-13 09:56:38,25.302s,PASSED
,,,,,,,
Test Cases/00_Browser Navigation,Chrome 74.0.3729.169,To open the browser and naviage to the specific URL,,2019-06-13 09:56:13,2019-06-13 09:56:31,18.174s,PASSED
options = new org.openqa.selenium.chrome.ChromeOptions(),Chrome 74.0.3729.169,,,2019-06-13 09:56:15,2019-06-13 09:56:15,0.080s,PASSED
capabilities = new org.openqa.selenium.remote.DesiredCapabilities(),Chrome 74.0.3729.169,,,2019-06-13 09:56:15,2019-06-13 09:56:15,0.019s,PASSED
"capabilities.setCapability(CAPABILITY, options)",Chrome 74.0.3729.169,,,2019-06-13 09:56:15,2019-06-13 09:56:15,0.066s,PASSED
"System.setProperty(""webdriver.chrome.driver"", getChromeDriverPath())",Chrome 74.0.3729.169,,,2019-06-13 09:56:15,2019-06-13 09:56:15,0.108s,PASSED
driver = new org.openqa.selenium.chrome.ChromeDriver(capabilities),Chrome 74.0.3729.169,,,2019-06-13 09:56:15,2019-06-13 09:56:25,9.754s,PASSED
changeWebDriver(driver),Chrome 74.0.3729.169,,,2019-06-13 09:56:25,2019-06-13 09:56:25,0.138s,PASSED
maximizeWindow(),Chrome 74.0.3729.169,,,2019-06-13 09:56:25,2019-06-13 09:56:26,1.491s,PASSED
"navigateToUrl(""https://172.29.74.134:4442/cancer-care/en/takaful/qq1"")",Chrome 74.0.3729.169,,,2019-06-13 09:56:26,2019-06-13 09:56:31,4.855s,PASSED
,,,,,,,
Test Cases/02_DOB Selection,Chrome 74.0.3729.169,To select the date of birth from the date window,,2019-06-13 09:56:31,2019-06-13 09:56:35,4.016s,PASSED
"click(findTestObject(""e-Cancer/Next""))",Chrome 74.0.3729.169,,,2019-06-13 09:56:32,2019-06-13 09:56:33,0.466s,PASSED
"verifyElementText(findTestObject(""e-Cancer/DOB Feedback Message""), ""Please enter your Date of Birth"")",Chrome 74.0.3729.169,,,2019-06-13 09:56:33,2019-06-13 09:56:34,1.310s,PASSED
"sendKeys(findTestObject(""e-Cancer/DOB""), ""01/01/2018"")",Chrome 74.0.3729.169,,,2019-06-13 09:56:34,2019-06-13 09:56:35,0.860s,PASSED
"verifyElementText(findTestObject(""e-Cancer/DOB Feedback Message""), ""Sorry, you are not eligible for this insurance because you did not meet the minimum age limit"")",Chrome 74.0.3729.169,,,2019-06-13 09:56:35,2019-06-13 09:56:35,0.158s,PASSED
"clearText(findTestObject(""e-Cancer/DOB""))",Chrome 74.0.3729.169,,,2019-06-13 09:56:35,2019-06-13 09:56:35,0.313s,PASSED
